most,144,246360,0.96,4,adverb
another,145,240646,0.98,7,determiner
much,146,244507,0.97,4,determiner
family,147,243267,0.97,6,noun
own,148,240452,0.98,3,determiner
out,149,242443,0.96,3,preposition
leave,150,240482,0.96,5,verb
put,151,237480,0.96,3,verb
old,152,236577,0.96,3,adjective
while,153,234555,0.97,5,conjunction
mean,154,242198,0.93,4,verb
on,155,236980,0.95,2,adverb
keep,156,231760,0.96,4,verb
student,157,255047,0.88,7,noun
why,158,235442,0.95,3,adverb
let,159,240300,0.93,3,verb
great,160,225005,0.97,5,adjective
same,161,222836,0.98,4,determiner
big,162,227169,0.96,3,adjective
group,163,229435,0.93,5,noun
begin,164,218617,0.98,5,verb
seem,165,219627,0.97,4,verb
country,166,223138,0.95,7,noun
help,167,216082,0.98,4,verb
talk,168,229429,0.92,4,verb
where,169,213744,0.98,5,conjunction
turn,170,221392,0.94,4,verb
problem,171,217728,0.96,7,noun
every,172,212739,0.97,5,determiner
start,173,213952,0.96,5,verb
hand,174,225247,0.91,4,noun
might,175,209059,0.98,5,verb
American,176,214968,0.95,8,adjective
show,177,208037,0.98,4,verb
part,178,207861,0.98,4,noun
about,179,208550,0.97,5,adverb
against,180,204379,0.98,7,preposition
place,181,202427,0.98,5,noun
over,182,208260,0.95,4,adverb
such,183,207065,0.95,4,determiner
again,184,206895,0.94,5,adverb
few,185,197266,0.97,3,determiner
case,186,200773,0.95,4,noun
most,187,197086,0.96,4,determiner
week,188,199268,0.95,4,noun
company,189,203345,0.93,7,noun
where,190,194427,0.96,5,adverb
system,191,200175,0.94,6,noun
each,192,196522,0.95,4,determiner
right,193,205250,0.9,5,adverb
program,194,195985,0.93,7,noun
hear,195,196070,0.93,4,verb
so,196,191893,0.95,2,conjunction
question,197,192070,0.95,8,noun
during,198,190729,0.95,6,preposition
work,199,187533,0.97,4,noun
play,200,188328,0.96,4,verb
government,201,191314,0.94,10,noun
run,202,187325,0.96,3,verb
small,203,185463,0.97,5,adjective
number,204,186005,0.96,6,noun
off,205,183854,0.95,3,adverb
always,206,179474,0.97,6,adverb
move,207,179388,0.97,4,verb
like,208,182341,0.95,4,verb
night,209,184511,0.93,5,noun
live,210,176144,0.98,4,verb
Mr,211,188555,0.91,2,noun
point,212,177481,0.97,5,noun
believe,213,178397,0.96,7,verb
hold,214,177368,0.97,4,verb
today,215,183724,0.93,5,adverb
bring,216,174366,0.98,5,verb
happen,217,182714,0.93,6,verb
next,218,176306,0.96,4,number
without,219,172448,0.98,7,preposition
before,220,172769,0.98,6,preposition
large,221,175611,0.96,5,adjective
all,222,177317,0.93,3,adverb
million,223,176895,0.93,7,number
must,224,171043,0.96,4,verb
home,225,170527,0.96,4,noun
under,226,164766,0.98,5,preposition
water,227,167666,0.96,5,noun
room,228,172472,0.92,4,noun
write,229,161824,0.98,5,verb
mother,230,169407,0.93,6,noun
area,231,165812,0.95,4,noun
national,232,166359,0.95,8,adjective
money,233,164794,0.95,5,noun
story,234,163582,0.96,5,noun
young,235,160011,0.98,5,adjective
fact,236,164401,0.95,4,noun
month,237,162685,0.96,5,noun
different,238,162411,0.96,9,adjective
lot,239,169570,0.92,3,noun
right,240,163259,0.95,5,noun
study,241,174069,0.88,5,noun
book,242,154013,0.98,4,noun
eye,243,169150,0.89,3,noun
job,244,154743,0.96,3,noun
word,245,152891,0.97,4,noun
though,246,152182,0.97,6,conjunction
business,247,154468,0.95,8,noun
issue,248,156417,0.94,5,noun
side,249,152559,0.96,4,noun
kind,250,155032,0.95,4,noun
four,251,150646,0.97,4,number
head,252,160131,0.91,4,noun
far,253,148621,0.98,3,adverb
black,254,150718,0.96,5,adjective
long,255,149050,0.97,4,adjective
both,256,146338,0.97,4,determiner
little,257,149658,0.94,6,adjective
house,258,149251,0.94,5,noun
yes,259,157364,0.89,3,exclamation
after,260,142289,0.98,5,conjunction
since,261,141264,0.98,5,conjunction
long,262,142007,0.97,4,adverb
provide,263,150879,0.91,7,verb
service,264,146122,0.94,7,noun
around,265,143766,0.96,6,preposition
friend,266,142697,0.96,6,noun
important,267,144194,0.95,9,adjective
father,268,145051,0.93,6,noun
sit,269,147185,0.92,3,verb
away,270,144713,0.93,4,adverb
until,271,140819,0.96,5,conjunction
power,272,141357,0.95,5,noun
hour,273,138955,0.96,4,noun
game,274,146311,0.92,4,noun
often,275,140731,0.95,5,adverb
yet,276,135484,0.98,3,adverb
line,277,135986,0.98,4,noun
political,278,144437,0.92,9,adjective
end,279,134104,0.98,3,noun
among,280,138192,0.94,5,preposition
ever,281,135774,0.96,4,adverb
stand,282,140937,0.92,5,verb
bad,283,134910,0.96,3,adjective
lose,284,134102,0.97,4,verb
however,285,142282,0.91,7,adverb
member,286,134731,0.95,6,noun
pay,287,133133,0.96,3,verb
law,288,133706,0.95,3,noun
meet,289,128737,0.98,4,verb
car,290,133571,0.94,3,noun
city,291,132684,0.95,4,noun
almost,292,127907,0.98,6,adverb
include,293,133563,0.93,7,verb
continue,294,126029,0.98,8,verb
set,295,127369,0.97,3,verb
later,296,126495,0.98,5,adverb
community,297,133057,0.93,9,noun
much,298,126029,0.98,4,adverb
name,299,127139,0.97,4,noun
five,300,125571,0.97,4,number
once,301,126203,0.97,4,adverb
white,302,126760,0.96,5,adjective
least,303,123961,0.98,5,adverb
president,304,134203,0.9,9,noun
learn,305,124346,0.97,5,verb
real,306,124187,0.97,4,adjective
change,307,123183,0.98,6,verb
team,308,131489,0.92,4,noun
minute,309,126660,0.95,6,noun
best,310,124850,0.96,4,adjective
several,311,124039,0.97,7,determiner
idea,312,122140,0.98,4,noun
kid,313,126428,0.95,3,noun
body,314,125165,0.96,4,noun
information,315,127331,0.94,11,noun
nothing,316,126717,0.94,7,pronoun
ago,317,125252,0.95,3,adverb
right,318,126278,0.94,5,adjective
lead,319,122691,0.97,4,verb
social,320,132899,0.89,6,adjective
understand,321,121354,0.97,10,verb
whether,322,121921,0.96,7,conjunction
back,323,125006,0.94,4,noun
watch,324,124976,0.94,5,verb
together,325,119186,0.98,8,adverb
follow,326,119425,0.97,6,verb
around,327,122789,0.94,6,adverb
parent,328,119610,0.97,6,noun
only,329,117700,0.98,4,adjective
stop,330,121481,0.94,4,verb
face,331,127291,0.89,4,noun
anything,332,120292,0.94,8,pronoun
create,333,119419,0.95,6,verb
public,334,119825,0.95,6,adjective
already,335,115220,0.98,7,adverb
speak,336,117358,0.96,5,verb
others,337,115771,0.97,6,noun
read,338,114094,0.97,4,verb
level,339,121704,0.91,5,noun
allow,340,114892,0.97,5,verb
add,341,117842,0.94,3,verb
office,342,114791,0.97,6,noun
spend,343,114569,0.97,5,verb
door,344,124993,0.88,4,noun
health,345,117762,0.94,6,noun
person,346,113650,0.97,6,noun
art,347,117851,0.93,3,noun
sure,348,116186,0.94,4,adjective
such,349,119125,0.92,4,preposition
war,350,117804,0.93,3,noun
history,351,114904,0.95,7,noun
party,352,112962,0.96,5,noun
within,353,114599,0.93,6,preposition
grow,354,110020,0.97,4,verb
result,355,116277,0.92,6,noun
open,356,111857,0.94,4,verb
change,357,112426,0.94,6,noun
morning,358,114002,0.92,7,noun
walk,359,113787,0.92,4,verb
reason,360,106863,0.97,6,noun
low,361,108990,0.95,3,adjective
win,362,111478,0.93,3,verb
research,363,114802,0.9,8,noun
girl,364,110409,0.93,4,noun
guy,365,110409,0.93,3,noun
early,366,108171,0.95,5,adjective
food,367,107728,0.96,4,noun
before,368,107448,0.96,6,conjunction
moment,369,109720,0.94,6,noun
himself,370,109288,0.94,7,pronoun
air,371,105932,0.96,3,noun
teacher,372,116100,0.88,7,noun
force,373,108005,0.95,5,noun
offer,374,106473,0.96,5,verb
enough,375,105880,0.96,6,adverb
both,376,106361,0.95,4,adverb
education,377,113731,0.89,9,noun
across,378,105559,0.96,6,preposition
although,379,107925,0.93,8,conjunction
remember,380,106879,0.94,8,verb
foot,381,107285,0.94,4,noun
second,382,103621,0.97,6,number
boy,383,107447,0.93,3,noun
maybe,384,108421,0.92,5,adverb
toward,385,105984,0.94,6,preposition
able,386,103171,0.97,4,adjective
age,387,103402,0.96,3,noun
off,388,104122,0.95,3,preposition
policy,389,107601,0.92,6,noun
everything,390,103591,0.95,10,pronoun
love,391,103681,0.95,4,verb
process,392,107341,0.91,7,noun
music,393,102657,0.95,5,noun
including,394,103650,0.94,9,preposition
consider,395,101987,0.96,8,verb
appear,396,100671,0.97,6,verb
actually,397,105155,0.92,8,adverb
buy,398,101105,0.95,3,verb
probably,399,99754,0.96,8,adverb
human,400,101224,0.94,5,adjective
wait,401,102463,0.93,4,verb
serve,402,99660,0.95,5,verb
market,403,100435,0.94,6,noun
die,404,98376,0.96,3,verb
send,405,96613,0.97,4,verb
expect,406,95566,0.98,6,verb
home,407,97937,0.95,4,adverb
sense,408,95896,0.97,5,noun
build,409,96651,0.96,5,verb
stay,410,96933,0.96,4,verb
fall,411,96908,0.95,4,verb
oh,412,103613,0.89,2,exclamation
nation,413,97212,0.95,6,noun
plan,414,95824,0.96,4,noun
cut,415,96012,0.95,3,verb
college,416,97038,0.94,7,noun
interest,417,96620,0.95,8,noun
death,418,93222,0.98,5,noun
course,419,96224,0.95,6,adverb
someone,420,95608,0.95,7,pronoun
experience,421,98106,0.93,10,noun
behind,422,95047,0.93,6,preposition
reach,423,92375,0.96,5,verb
local,424,92970,0.95,5,adjective
kill,425,92660,0.95,4,verb
six,426,90571,0.97,3,number
remain,427,91319,0.96,6,verb
effect,428,95216,0.92,6,noun
use,429,96564,0.9,3,noun
yeah,430,103389,0.84,4,exclamation
suggest,431,92643,0.93,7,verb
class,432,91323,0.94,5,noun
control,433,90301,0.94,7,noun
raise,434,87036,0.98,5,verb
care,435,88862,0.96,4,noun
perhaps,436,87060,0.98,7,adverb
little,437,88697,0.95,6,adverb
late,438,86421,0.98,4,adjective
hard,439,86817,0.97,4,adjective
field,440,87243,0.96,5,noun
else,441,87876,0.95,4,adverb
pass,442,86184,0.97,4,verb
former,443,88930,0.94,6,determiner
sell,444,87865,0.95,4,verb
major,445,87487,0.95,5,adjective
sometimes,446,84845,0.98,9,adverb
require,447,89280,0.93,7,verb
along,448,84926,0.97,5,preposition
development,449,91995,0.9,11,noun
themselves,450,85256,0.97,10,pronoun
report,451,88138,0.93,6,verb
role,452,88666,0.92,4,noun
better,453,83895,0.98,6,adjective
economic,454,90392,0.91,8,adjective
effort,455,86473,0.95,6,noun
up,456,85759,0.95,2,preposition
decide,457,84035,0.97,6,verb
rate,458,87224,0.94,4,noun
strong,459,83677,0.98,6,adjective
possible,460,85084,0.96,8,adjective
heart,461,84536,0.96,5,noun
drug,462,86231,0.94,4,noun
show,463,86828,0.94,4,noun
leader,464,85438,0.95,6,noun
light,465,87427,0.93,5,noun
voice,466,89379,0.9,5,noun
wife,467,83601,0.96,4,noun
whole,468,83756,0.96,5,adjective
police,469,85880,0.93,6,noun
mind,470,82808,0.96,4,noun
finally,471,81951,0.97,7,adverb
pull,472,87243,0.91,4,verb
return,473,81812,0.97,6,verb
free,474,82090,0.97,4,adjective
military,475,85152,0.93,8,adjective
price,476,84443,0.94,5,noun
report,477,83174,0.95,6,noun
less,478,82930,0.95,4,adverb
according,479,83773,0.94,9,preposition
decision,480,82429,0.95,8,noun
explain,481,80797,0.97,7,verb
son,482,80895,0.97,3,noun
hope,483,81385,0.96,4,verb
even,484,79087,0.98,4,conjunction
develop,485,84835,0.92,7,verb
view,486,81338,0.96,4,noun
relationship,487,84549,0.92,12,noun
carry,488,79513,0.97,5,verb
town,489,79821,0.97,4,noun
road,490,80987,0.95,4,noun
drive,491,80476,0.96,5,verb
arm,492,84865,0.91,3,noun
true,493,79299,0.97,4,adjective
federal,494,81826,0.94,7,adjective
break,495,79310,0.97,5,verb
better,496,78334,0.98,6,adverb
difference,497,82911,0.92,10,noun
thank,498,88574,0.86,5,verb
receive,499,80250,0.95,7,verb
value,500,82942,0.92,5,noun
international,501,81610,0.93,13,adjective
building,502,78487,0.97,8,noun
action,503,80009,0.95,6,noun
full,504,77547,0.97,4,adjective
model,505,82973,0.91,5,noun
join,506,80609,0.93,4,verb
season,507,83743,0.89,6,noun
society,508,81192,0.92,7,noun
because,509,77116,0.97,7,preposition
tax,510,80713,0.92,3,noun
director,511,79813,0.93,8,noun
early,512,75605,0.98,5,adverb
position,513,77124,0.96,8,noun
player,514,81358,0.91,6,noun
agree,515,76753,0.96,5,verb
especially,516,76304,0.96,10,adverb
record,517,77509,0.94,6,noun
pick,518,77197,0.95,4,verb
wear,519,77921,0.94,4,verb
paper,520,75383,0.97,5,noun
special,521,75298,0.97,7,adjective
space,522,75395,0.96,5,noun
ground,523,74713,0.97,6,noun
form,524,78493,0.92,4,noun
support,525,76544,0.94,7,verb
event,526,75559,0.95,5,noun
official,527,79026,0.91,8,noun
whose,528,74914,0.96,5,determiner
matter,529,73842,0.97,6,noun
everyone,530,74534,0.96,8,pronoun
center,531,74559,0.96,6,noun
couple,532,74871,0.96,6,noun
site,533,75932,0.94,4,noun
end,534,73099,0.97,3,verb
project,535,75446,0.94,7,noun
hit,536,73999,0.95,3,verb
base,537,75887,0.93,4,verb
activity,538,77980,0.9,8,noun
star,539,73695,0.95,4,noun
table,540,75228,0.93,5,noun
need,541,74877,0.93,4,noun
court,542,74112,0.94,5,noun
produce,543,74169,0.94,7,verb
eat,544,73505,0.95,3,verb
American,545,73063,0.95,8,noun
teach,546,72668,0.95,5,verb
oil,547,74386,0.93,3,noun
half,548,70930,0.97,4,determiner
situation,549,72603,0.95,9,noun
easy,550,71602,0.96,4,adjective
cost,551,73512,0.94,4,noun
industry,552,73055,0.94,8,noun
figure,553,74858,0.92,6,noun
face,554,69493,0.98,4,verb
street,555,71645,0.95,6,noun
image,556,72216,0.94,5,noun
itself,557,71093,0.96,6,pronoun
phone,558,71599,0.95,5,noun
either,559,69497,0.97,6,adverb
data,560,76594,0.88,4,noun
cover,561,69387,0.97,5,verb
quite,562,69966,0.96,5,adverb
picture,563,69229,0.97,7,noun
clear,564,68662,0.98,5,adjective
practice,565,73745,0.91,8,noun
piece,566,68901,0.97,5,noun
land,567,69750,0.96,4,noun
recent,568,70685,0.94,6,adjective
describe,569,71377,0.93,8,verb
product,570,70883,0.94,7,noun
doctor,571,69446,0.95,6,noun
wall,572,71390,0.93,4,noun
patient,573,72217,0.91,7,noun
worker,574,69962,0.94,6,noun
news,575,70051,0.94,4,noun
test,576,69870,0.94,4,noun
movie,577,69387,0.94,5,noun
certain,578,67228,0.97,7,adjective
north,579,68046,0.96,5,noun
love,580,67495,0.96,4,noun
personal,581,67917,0.96,8,adjective
open,582,67218,0.97,4,adjective
support,583,69431,0.93,7,noun
simply,584,66712,0.97,6,adverb
third,585,67037,0.97,5,number
technology,586,69565,0.93,10,noun
catch,587,68214,0.94,5,verb
step,588,66232,0.97,4,noun
baby,589,67881,0.94,4,noun
computer,590,67399,0.95,8,noun
type,591,68481,0.93,4,noun
attention,592,65271,0.97,9,noun
draw,593,65198,0.97,4,verb
film,594,66724,0.95,4,noun
Republican,595,71611,0.88,10,noun
tree,596,66630,0.94,4,noun
source,597,66862,0.94,6,noun
red,598,66217,0.94,3,adjective
nearly,599,64860,0.96,6,adverb
organization,600,67278,0.93,12,noun
choose,601,64348,0.97,6,verb
cause,602,64531,0.97,5,verb
hair,603,69564,0.89,4,noun
look,604,66194,0.94,4,noun
point,605,62980,0.98,5,verb
century,606,65667,0.94,7,noun
evidence,607,65360,0.94,8,noun
window,608,68303,0.9,6,noun
difficult,609,63947,0.96,9,adjective
listen,610,64984,0.94,6,verb
soon,611,63168,0.96,4,adverb
culture,612,67128,0.91,7,noun
billion,613,65243,0.93,7,number
chance,614,62682,0.97,6,noun
brother,615,63406,0.95,7,noun
energy,616,64139,0.94,6,noun
period,617,64534,0.93,6,noun
course,618,64012,0.94,6,noun
summer,619,62503,0.96,6,noun
less,620,62154,0.96,4,determiner
realize,621,61732,0.97,7,verb
hundred,622,61266,0.97,7,number
available,623,63187,0.94,9,adjective
plant,624,63476,0.93,5,noun
likely,625,63002,0.94,6,adjective
opportunity,626,62422,0.95,11,noun
term,627,62962,0.94,4,noun
short,628,60451,0.98,5,adjective
letter,629,60369,0.98,6,noun
condition,630,63489,0.93,9,noun
choice,631,60487,0.97,6,noun
place,632,60927,0.96,5,verb
single,633,60072,0.97,6,adjective
rule,634,61062,0.95,4,noun
daughter,635,60424,0.96,8,noun
administration,636,62071,0.93,14,noun
south,637,60630,0.96,5,noun
husband,638,60126,0.96,7,noun
Congress,639,62841,0.92,8,noun
floor,640,62458,0.92,5,noun
campaign,641,64172,0.9,8,noun
material,642,62440,0.92,8,noun
population,643,62999,0.91,10,noun
well,644,61219,0.93,4,preposition
call,645,59543,0.96,4,noun
economy,646,60990,0.93,7,noun
medical,647,59424,0.96,7,adjective
hospital,648,58669,0.97,8,noun
church,649,59466,0.96,6,noun
close,650,60884,0.93,5,verb
thousand,651,58307,0.97,8,number
risk,652,60432,0.94,4,noun
current,653,61252,0.92,7,adjective
fire,654,59386,0.95,4,noun
future,655,58020,0.97,6,noun
wrong,656,58988,0.95,5,adjective
involve,657,59542,0.94,7,verb
defense,658,59701,0.94,7,noun
anyone,659,58274,0.96,6,pronoun
increase,660,60442,0.93,8,verb
security,661,58914,0.95,8,noun
bank,662,58992,0.94,4,noun
myself,663,59716,0.93,6,pronoun
certainly,664,59739,0.93,9,adverb
west,665,58169,0.95,4,noun
sport,666,59006,0.94,5,noun
board,667,58436,0.95,5,noun
seek,668,58495,0.94,4,verb
per,669,59432,0.93,3,preposition
subject,670,61397,0.9,7,noun
officer,671,57617,0.96,7,noun
private,672,57248,0.96,7,adjective
rest,673,56714,0.97,4,noun
behavior,674,62625,0.88,8,noun
deal,675,57462,0.96,4,verb
performance,676,59909,0.92,11,noun
fight,677,56886,0.96,5,verb
throw,678,57784,0.95,5,verb
top,679,57743,0.95,3,noun
quickly,680,56454,0.97,7,adverb
past,681,56588,0.96,4,adjective
goal,682,58728,0.93,4,noun
second,683,56022,0.97,6,noun
bed,684,60304,0.9,3,noun
order,685,56483,0.96,5,noun
author,686,58300,0.93,6,noun
fill,687,56915,0.95,4,verb
represent,688,58744,0.92,9,verb
focus,689,57177,0.94,5,verb
foreign,690,57540,0.94,7,adjective
drop,691,56448,0.95,4,verb
plan,692,55829,0.96,4,verb
blood,693,56351,0.95,5,noun
upon,694,57033,0.94,4,preposition
agency,695,56954,0.94,6,noun
push,696,56103,0.95,4,verb
nature,697,57929,0.92,6,noun
color,698,56978,0.94,5,noun
no,699,54602,0.98,2,adverb
recently,700,55992,0.95,8,adverb
store,701,56147,0.95,5,noun
reduce,702,57029,0.93,6,verb
sound,703,56828,0.94,5,noun
note,704,57025,0.93,4,verb
fine,705,55174,0.96,4,adjective
before,706,55608,0.95,6,adverb
near,707,54869,0.96,4,preposition
movement,708,56201,0.94,8,noun
page,709,55937,0.94,4,noun
enter,710,54479,0.96,5,verb
share,711,54010,0.97,5,verb
than,712,55719,0.94,4,preposition
common,713,55940,0.93,6,adjective
poor,714,53820,0.97,4,adjective
other,715,54372,0.96,5,pronoun
natural,716,55526,0.94,7,adjective
race,717,54838,0.95,4,noun
concern,718,55203,0.94,7,noun
series,719,54549,0.95,6,noun
significant,720,58947,0.88,11,adjective
similar,721,55901,0.92,7,adjective
hot,722,54601,0.95,3,adjective
language,723,55799,0.92,8,noun
each,724,53663,0.96,4,pronoun
usually,725,53477,0.96,7,adverb
response,726,56342,0.91,8,noun
dead,727,55111,0.93,4,adjective
rise,728,53542,0.95,4,verb
animal,729,53127,0.96,6,noun
factor,730,57612,0.89,6,noun
decade,731,53727,0.95,6,noun
article,732,54871,0.93,7,noun
shoot,733,53038,0.95,5,verb
east,734,53010,0.95,4,noun
save,735,52067,0.97,4,verb
seven,736,52011,0.97,5,number
artist,737,54353,0.92,6,noun
away,738,52005,0.96,4,preposition
scene,739,51248,0.97,5,noun
stock,740,54305,0.91,5,noun
career,741,52101,0.95,6,noun
despite,742,51526,0.96,7,preposition
central,743,52501,0.94,7,adjective
eight,744,50871,0.97,5,number
thus,745,57039,0.87,4,adverb
treatment,746,53390,0.92,9,noun
beyond,747,50742,0.97,6,preposition
happy,748,51669,0.95,5,adjective
exactly,749,52685,0.93,7,adverb
protect,750,50649,0.97,7,verb
approach,751,53980,0.91,8,noun
lie,752,51657,0.95,3,verb
size,753,51868,0.95,4,noun
dog,754,52347,0.94,3,noun
fund,755,53859,0.91,4,noun
serious,756,50285,0.97,7,adjective
occur,757,52768,0.93,5,verb
media,758,51798,0.94,5,noun
ready,759,50833,0.96,5,adjective
sign,760,50045,0.98,4,noun
thought,761,51509,0.95,7,noun
list,762,50678,0.96,4,noun
individual,763,54738,0.89,10,noun
simple,764,50583,0.96,6,adjective
quality,765,52224,0.93,7,noun
pressure,766,50773,0.96,8,noun
accept,767,49952,0.97,6,verb
answer,768,49969,0.97,6,noun
hard,769,50793,0.95,4,adverb
resource,770,53398,0.9,8,noun
identify,771,53484,0.9,8,verb
left,772,50479,0.95,4,adjective
meeting,773,49916,0.96,7,noun
determine,774,52130,0.92,9,verb
prepare,775,49208,0.98,7,verb
disease,776,51211,0.94,7,noun
whatever,777,50200,0.96,8,determiner
success,778,50541,0.95,7,noun
argue,779,51013,0.94,5,verb
cup,780,53633,0.89,3,noun
particularly,781,50329,0.95,12,adverb
amount,782,49944,0.95,6,noun
ability,783,51476,0.93,7,noun
staff,784,50177,0.95,5,noun
recognize,785,50042,0.95,9,verb
indicate,786,53215,0.89,8,verb
character,787,49530,0.96,9,noun
growth,788,50904,0.93,6,noun
loss,789,49759,0.95,4,noun
degree,790,50612,0.94,6,noun
wonder,791,50875,0.93,6,verb
attack,792,50898,0.93,6,noun
herself,793,52915,0.89,7,pronoun
region,794,50914,0.93,6,noun
television,795,49673,0.95,10,noun
box,796,49667,0.95,3,noun
TV,797,49438,0.95,2,noun
training,798,49997,0.93,8,noun
pretty,799,50385,0.93,6,adverb
trade,800,49696,0.94,5,noun
deal,801,48975,0.95,4,noun
election,802,51322,0.91,8,noun
everybody,803,51147,0.91,9,pronoun
physical,804,51451,0.9,8,adjective
lay,805,49358,0.94,3,verb
general,806,49657,0.93,7,adjective
feeling,807,47349,0.98,7,noun
standard,808,49876,0.93,8,noun
bill,809,49011,0.94,4,noun
message,810,47533,0.97,7,noun
fail,811,47503,0.97,4,verb
outside,812,46628,0.98,7,preposition
arrive,813,47435,0.97,6,verb
analysis,814,53840,0.85,8,noun
benefit,815,48594,0.94,7,noun
name,816,47375,0.97,4,verb
sex,817,47827,0.95,3,noun
forward,818,47877,0.95,7,adverb
lawyer,819,47853,0.95,6,noun
present,820,49659,0.92,7,verb
section,821,49764,0.91,7,noun
environmental,822,51192,0.88,13,adjective
glass,823,49686,0.91,5,noun
answer,824,47661,0.95,6,verb
skill,825,50431,0.9,5,noun
sister,826,48183,0.94,6,noun
